"ID","Type","Name","Documentation","Source","Target","Specialization"
"60cfacb5-dbbb-4861-a9bf-264504eaa845","AccessRelationship","","","af9e0d82-de0d-4bfd-93e7-1a3253e43e8c","94653c00-8945-4111-988a-f9239f1d7e81",""
"6208a8fa-a6e9-4422-b661-6c4e6d4f7f2e","AccessRelationship","","","9d02dcd8-dca7-42a2-9425-d2aaa7458fba","80351b64-f201-4d42-97af-248475c50636",""
"662e66f0-e2a6-4709-a4a4-5b3daaffb65c","AccessRelationship","","","46416b34-95e9-4757-9c59-ca9f291ea39b","ee2cb03b-f153-478c-a52b-cb13a8aa68ba",""
"67c4ad8c-4a29-4ba0-8d5b-dfaa2d982f0e","AccessRelationship","","","13e0bed5-2e8c-4178-a392-b9b7080c92d6","87b33951-5f96-46a6-ba14-9d881f8dbd52",""
"69efcca8-a7f2-46f7-9d5e-9a316d2a25f8","AccessRelationship","","","eea96f65-e8bc-4243-a394-f617cfb27253","b7ec08b8-d429-4c48-bca0-751fdfa5accb",""
"6a0c0eeb-ad44-4733-914b-f1b7f0fd9fa6","AccessRelationship","","","ff04e457-13dc-40af-aad1-e4d200062beb","fbac47f8-6f26-4803-a3ff-780a7c5b66f7",""
"6af5689e-6590-494e-b2c4-960d14d6f753","AccessRelationship","","","aa6772e6-4886-4a54-9a91-5ec034fe941d","c61a1a8e-0c39-4890-a97a-7ee7369726fa",""
"6b30c146-0c20-4853-8659-68338f0d9aff","AccessRelationship","","","7747cee8-f983-4c1f-a0ee-fd35ab346e5d","ac4c14b4-361c-4100-a2f6-52d22195ae8d",""
"6bc5a354-a671-4ef8-b851-596ad2b8e21e","AccessRelationship","","","9c83d5ef-01d7-4808-ad06-e4493fbf9cf6","6d9f7dee-dfa8-4b73-99f6-93f5a5ca73c5",""
"6bdfe593-563d-4adf-9599-8d78837858ba","AccessRelationship","","","f7d4f910-6275-49bd-98aa-f81c73f3925b","4fdb2e50-512e-416b-b2a0-adb06284014a",""
